sale_id,date,customer_id,product_id,quantity,unit_price,revenue,cost,profit
2031,2023-11-10,165,64,3,4150,12450,8188.96091293948,4261.03908706052
2032,2023-03-12,368,8,1,963,963,629.942716905445,333.05728309455503
2033,2023-08-24,345,65,3,4438,13314,8397.006854687721,4916.993145312279
2034,2023-01-14,292,9,1,1572,1572,1078.6164041996158,493.3835958003842
2035,2022-06-27,337,92,2,973,1946,1472.9152757373458,473.08472426265416
2036,2023-03-03,344,2,3,1438,4314,3202.7900791253824,1111.2099208746176
2037,2023-12-10,405,78,3,1810,5430,4235.7468155313045,1194.2531844686955
2038,2022-11-03,386,13,3,2840,8520,5718.183486537731,2801.8165134622686
2039,2023-05-19,287,2,5,4020,20100,14360.321392055937,5739.678607944063
2040,2022-09-25,364,68,2,4556,9112,6864.134285326687,2247.865714673313
2041,2023-08-09,225,76,1,1586,1586,1236.5005720561714,349.49942794382855
2042,2022-01-08,286,48,3,4029,12087,9359.578873804534,2727.421126195466
2043,2023-05-23,204,74,2,759,1518,1052.1311416688186,465.8688583311814
2044,2023-04-21,172,3,5,2156,10780,8423.185489424382,2356.8145105756175
2045,2022-10-24,12,68,5,3455,17275,11899.212648357014,5375.787351642986
2046,2022-06-13,307,6,2,4779,9558,7460.654067907405,2097.345932092595
2047,2023-04-30,121,87,1,3619,3619,2733.771470030388,885.2285299696118
2048,2023-08-20,433,5,2,1091,2182,1405.9271532448638,776.0728467551362
2049,2022-03-13,244,3,2,1932,3864,3036.8471785855236,827.1528214144764
2050,2023-07-21,152,10,4,2987,11948,7748.193386495446,4199.806613504554
2051,2023-07-13,152,43,5,728,3640,2845.3297324676582,794.6702675323418
2052,2022-08-26,188,19,1,3279,3279,2370.7885277446844,908.2114722553156
2053,2022-04-14,395,14,4,1868,7472,5480.526854600662,1991.4731453993381
2054,2022-07-29,13,21,2,2124,4248,2641.6897271718703,1606.3102728281297
2055,2023-07-08,91,43,5,4479,22395,13731.454066379267,8663.545933620733
2056,2023-04-13,200,28,4,1239,4956,3933.4196233261114,1022.5803766738886
2057,2023-03-30,74,21,4,3674,14696,9807.89797145307,4888.102028546929
2058,2022-09-25,256,36,1,3147,3147,2419.6471830520522,727.3528169479478
2059,2023-01-21,456,24,2,2570,5140,3808.200762795419,1331.799237204581
2060,2023-01-22,448,54,1,2534,2534,1826.577331568559,707.422668431441
2061,2022-09-16,276,38,4,4880,19520,14387.0596530492,5132.9403469508
2062,2022-10-10,328,17,4,1685,6740,4164.493905445043,2575.5060945549567
2063,2023-09-18,329,22,1,1089,1089,743.2196846471393,345.7803153528607
2064,2022-02-09,71,83,4,4717,18868,13611.663467571992,5256.336532428008
2065,2023-05-01,78,45,3,1635,4905,3794.0792587621117,1110.9207412378883
2066,2022-08-08,284,74,5,3920,19600,14561.574410436839,5038.425589563161
2067,2022-05-09,130,61,2,3058,6116,3978.833848578163,2137.166151421837
2068,2023-06-04,377,11,5,501,2505,1996.4480712353443,508.5519287646557
2069,2023-09-05,43,61,2,1391,2782,2026.985559132334,755.014440867666
2070,2023-11-19,8,38,4,3499,13996,9800.885477367518,4195.1145226324825
2071,2023-09-11,13,66,1,4053,4053,3065.1856663121816,987.8143336878184
2072,2023-09-05,213,33,1,4157,4157,2995.2851162804736,1161.7148837195264
2073,2022-09-17,111,43,4,1471,5884,4365.914521131172,1518.0854788688284
2074,2023-01-01,476,31,2,4649,9298,6726.420971706323,2571.579028293677
2075,2023-06-28,291,35,4,4242,16968,10787.704719032989,6180.295280967011
2076,2023-10-11,23,37,2,4704,9408,6667.178764072083,2740.821235927917
2077,2023-06-08,302,47,4,779,3116,2046.0286388550016,1069.9713611449984
2078,2022-01-16,254,100,4,2198,8792,6277.995202056536,2514.004797943464
2079,2022-05-09,15,23,4,3387,13548,8468.86440218077,5079.13559781923
2080,2023-07-29,130,36,1,3384,3384,2187.3944254480202,1196.6055745519798
2081,2022-04-19,61,40,2,3785,7570,5766.406006482128,1803.5939935178721
2082,2023-06-17,115,90,4,4079,16316,11112.078838006586,5203.921161993414
2083,2023-11-01,460,89,5,2751,13755,10106.582220409238,3648.4177795907617
2084,2022-09-26,320,81,5,2856,14280,9989.855290485482,4290.144709514518
2085,2022-06-11,308,15,1,2431,2431,1624.246998368536,806.753001631464
2086,2022-09-17,420,37,3,3914,11742,8208.069558077099,3533.930441922901
2087,2022-04-12,451,4,1,1508,1508,1150.2119642012399,357.7880357987601
2088,2023-05-21,325,22,3,2578,7734,5075.979906710336,2658.020093289664
2089,2023-07-25,67,81,1,4695,4695,3212.7355515912195,1482.2644484087805
2090,2022-09-04,249,22,5,3214,16070,10293.102676218648,5776.897323781352
2091,2023-10-02,175,81,4,1838,7352,4927.588255390411,2424.411744609589
2092,2023-06-21,339,78,2,4189,8378,6509.88982847385,1868.1101715261502
2093,2022-05-11,2,78,4,1241,4964,3758.46531004424,1205.5346899557599
2094,2022-12-19,172,17,5,1233,6165,4159.6676559524,2005.3323440475997
2095,2022-07-15,485,72,2,2306,4612,2889.3207643390756,1722.6792356609244
2096,2023-10-28,448,98,3,2878,8634,5905.604237270043,2728.395762729957
2097,2023-01-17,465,90,3,3765,11295,8520.320914291313,2774.679085708687
2098,2023-10-07,334,94,5,2253,11265,6857.683646146106,4407.316353853894
2099,2022-08-15,284,86,2,1524,3048,2283.1596791599777,764.8403208400223
2100,2023-12-02,475,80,4,1982,7928,5834.865186290699,2093.134813709301
2101,2023-04-21,54,94,5,3065,15325,9393.149008725257,5931.850991274743
2102,2023-04-22,458,80,3,4054,12162,8843.331439712243,3318.668560287757
2103,2022-09-22,67,38,5,2279,11395,7517.6366752424765,3877.3633247575235
2104,2023-01-07,420,24,4,4216,16864,10716.34792842368,6147.65207157632
2105,2023-05-01,102,100,1,2616,2616,1770.9702369164945,845.0297630835055
2106,2023-03-10,120,99,1,3039,3039,1948.2346809403766,1090.7653190596234
2107,2023-10-08,191,6,4,3465,13860,10601.668894849152,3258.331105150848
2108,2022-07-30,409,68,2,3260,6520,4879.568659589423,1640.431340410577
2109,2023-07-26,470,82,5,2954,14770,11759.144215494356,3010.855784505644
2110,2023-01-12,304,6,4,4254,17016,12027.163517348112,4988.836482651888
2111,2023-01-30,423,26,1,2445,2445,1510.6216468481932,934.3783531518068
2112,2023-03-26,47,91,3,3868,11604,7815.917417114433,3788.082582885567
2113,2022-12-30,222,41,4,3129,12516,9608.876260860872,2907.123739139128
2114,2023-04-02,21,75,4,1028,4112,2793.5803045871944,1318.4196954128056
2115,2023-12-26,158,38,4,4732,18928,13081.803761016845,5846.196238983155
2116,2023-12-29,348,80,1,1971,1971,1344.9989140990124,626.0010859009876
2117,2022-08-14,159,83,1,2535,2535,1640.336995864671,894.663004135329
2118,2022-05-11,377,43,4,4534,18136,11147.09367049399,6988.90632950601
2119,2023-08-11,372,53,4,1867,7468,4750.484899778447,2717.5151002215534
2120,2023-04-21,410,15,2,2219,4438,2985.835875785356,1452.1641242146438
2121,2022-10-04,235,90,3,1541,4623,3000.7316874270487,1622.2683125729513
2122,2022-06-05,150,56,5,3987,19935,14244.495242362185,5690.504757637815
2123,2022-08-06,405,56,5,1059,5295,3827.126094905734,1467.8739050942659
2124,2022-07-09,257,31,5,2064,10320,7368.616378463791,2951.383621536209
2125,2023-02-21,165,83,1,3724,3724,2297.6476979410395,1426.3523020589605
2126,2023-11-06,77,57,1,2300,2300,1686.7557471845728,613.2442528154272
2127,2023-11-23,85,51,2,3770,7540,5103.945862899923,2436.0541371000772
2128,2023-06-30,46,24,1,2311,2311,1792.4849868486974,518.5150131513026
2129,2022-02-10,393,58,4,3581,14324,10100.180044269642,4223.819955730358
2130,2022-11-03,401,73,3,4762,14286,8813.075311860594,5472.9246881394065
2131,2022-12-04,47,87,3,646,1938,1166.372931490416,771.627068509584
2132,2022-11-10,213,4,3,4328,12984,9614.68392089833,3369.3160791016708
2133,2022-03-16,479,10,3,2617,7851,5339.481958103243,2511.5180418967566
2134,2022-10-06,487,63,5,3163,15815,10399.93094844359,5415.069051556409
2135,2022-06-25,59,73,5,818,4090,2819.7924554778315,1270.2075445221685
2136,2023-10-24,54,83,4,4469,17876,10984.41907542656,6891.58092457344
2137,2022-09-30,342,15,2,4631,9262,6283.311781677272,2978.688218322728
2138,2023-09-12,12,98,1,754,754,499.8567235519876,254.1432764480124
2139,2023-10-13,192,63,1,1836,1836,1395.429451999558,440.57054800044193
2140,2022-10-16,6,19,5,834,4170,2647.8282424096365,1522.1717575903635
2141,2023-12-25,309,63,3,3591,10773,8093.360400341722,2679.639599658278
2142,2022-09-29,144,56,4,4893,19572,13701.975673443745,5870.024326556255
2143,2022-03-07,346,21,2,1544,3088,1903.3739973551596,1184.6260026448404
2144,2023-04-28,261,34,5,2291,11455,9094.533554292258,2360.4664457077415
2145,2022-09-05,73,17,4,3019,12076,9018.863145154208,3057.136854845792
2146,2022-06-05,174,18,4,1461,5844,3810.3981796074354,2033.6018203925646
2147,2022-02-16,232,81,5,4249,21245,15218.869723264932,6026.130276735068
2148,2023-03-30,270,66,4,3314,13256,10339.509076642802,2916.490923357198
2149,2022-07-20,428,51,3,1089,3267,2568.389272791623,698.6107272083768
2150,2023-10-22,447,65,4,2488,9952,7426.49696321046,2525.5030367895397
2151,2022-05-04,362,43,2,3339,6678,4978.676258487427,1699.3237415125732
2152,2022-01-01,222,57,4,4365,17460,11444.545474608156,6015.454525391844
2153,2023-10-02,52,10,1,2933,2933,2340.394360569267,592.6056394307329
2154,2022-07-10,116,37,4,3489,13956,9053.204738944278,4902.795261055722
2155,2023-08-02,26,48,5,4448,22240,13741.679805014439,8498.320194985561
2156,2023-05-31,53,69,1,2460,2460,1956.8710454281545,503.1289545718455
2157,2023-03-18,365,56,5,4694,23470,14799.456608963681,8670.543391036319
2158,2022-05-23,29,76,2,1154,2308,1625.5767816073892,682.4232183926108
2159,2022-07-10,19,36,3,1578,4734,3283.732854742507,1450.2671452574932
2160,2023-06-17,303,31,2,3574,7148,5501.395331203484,1646.6046687965163
2161,2022-08-15,392,55,1,1855,1855,1260.1605729556486,594.8394270443514
2162,2022-11-09,279,38,3,1958,5874,4114.362779125816,1759.637220874184
2163,2023-09-21,117,73,4,3782,15128,9209.132783419382,5918.867216580618
2164,2022-10-29,106,90,1,1419,1419,910.3842283300606,508.61577166993936
2165,2023-10-16,419,15,3,2246,6738,5165.3449491326755,1572.6550508673245
2166,2023-04-05,479,16,5,2258,11290,7854.139594972191,3435.860405027809
2167,2023-02-05,309,77,3,2331,6993,4518.781103607938,2474.2188963920617
2168,2023-07-05,227,89,5,1671,8355,5629.4441711778945,2725.5558288221055
2169,2023-01-28,352,94,5,3778,18890,12411.091263970873,6478.908736029127
2170,2022-07-26,186,53,3,859,2577,1832.8762040952633,744.1237959047367
2171,2022-07-29,261,56,2,4310,8620,5260.69293541474,3359.3070645852604
2172,2022-04-25,16,7,2,1940,3880,2502.5766041789348,1377.4233958210652
2173,2023-10-08,273,57,5,3419,17095,11470.625321015037,5624.374678984963
2174,2022-09-08,160,55,1,2219,2219,1743.3414192059613,475.6585807940387
2175,2022-08-07,358,52,3,3753,11259,8158.897872175492,3100.102127824508
2176,2023-02-11,250,4,1,1055,1055,739.397521334244,315.60247866575605
2177,2023-03-19,224,43,2,1733,3466,2211.878818159911,1254.1211818400889
2178,2023-08-26,256,40,1,4420,4420,3145.1420698474694,1274.8579301525306
2179,2022-12-20,180,30,4,4539,18156,14267.01947989703,3888.9805201029703
2180,2023-07-12,20,10,4,2797,11188,7979.9736998960525,3208.0263001039475
2181,2023-07-04,112,94,2,2035,4070,2576.126082361192,1493.873917638808
2182,2022-05-22,120,7,1,4558,4558,3643.7736778455514,914.2263221544486
2183,2023-09-04,194,36,3,3802,11406,7981.593922726061,3424.4060772739394
2184,2023-05-16,468,35,2,1409,2818,1870.9013464440811,947.0986535559189
2185,2023-12-03,111,88,4,2461,9844,6897.446929343586,2946.553070656414
2186,2023-07-01,210,39,2,511,1022,667.0983985469541,354.90160145304594
2187,2023-10-21,1,36,1,1479,1479,896.3843830309874,582.6156169690126
2188,2023-06-26,58,20,1,772,772,600.5420869110055,171.45791308899447
2189,2023-05-22,93,49,1,2497,2497,1712.3798907592748,784.6201092407252
2190,2023-08-19,221,96,5,2188,10940,8211.329228137125,2728.670771862875
2191,2022-10-08,211,59,1,2095,2095,1663.9560041751224,431.0439958248776
2192,2023-02-28,428,49,4,3742,14968,10874.514168947411,4093.4858310525888
2193,2022-09-27,232,90,4,2215,8860,6541.544151993044,2318.4558480069563
2194,2022-06-03,262,26,5,4838,24190,19077.39970447844,5112.600295521559
2195,2023-09-06,364,36,4,1701,6804,4785.327290139352,2018.672709860648
2196,2023-12-28,103,43,4,3345,13380,8884.05207325843,4495.94792674157
2197,2023-10-24,50,99,2,756,1512,1185.8265992119962,326.17340078800385
2198,2022-03-24,374,43,1,809,809,496.5632468002703,312.4367531997297
2199,2023-09-14,110,99,2,3063,6126,3938.5376649219947,2187.4623350780053
2200,2023-03-02,456,76,2,3917,7834,5235.093449372684,2598.9065506273164
2201,2022-10-02,88,33,4,1588,6352,4804.794603484048,1547.205396515952
2202,2023-12-14,20,100,3,1676,5028,3925.7632948201767,1102.2367051798233
2203,2022-10-11,14,78,1,3597,3597,2483.2152438979188,1113.7847561020812
2204,2022-06-22,133,97,3,3730,11190,7354.353773968437,3835.646226031563
2205,2022-11-23,425,45,4,2224,8896,5966.032520706329,2929.967479293671
2206,2023-12-19,296,45,5,3128,15640,11437.679998929558,4202.320001070442
2207,2022-03-04,34,88,2,4674,9348,5904.2101052020535,3443.7898947979465
2208,2022-03-14,380,15,4,3799,15196,10781.3516444198,4414.648355580201
2209,2023-09-28,208,95,4,1850,7400,5310.896081067498,2089.103918932502
2210,2023-01-10,301,17,3,1119,3357,2489.4543508244637,867.5456491755363
2211,2023-09-25,199,12,5,3048,15240,10984.680824449251,4255.319175550749
2212,2023-05-23,80,22,2,1878,3756,2326.4330628453586,1429.5669371546414
2213,2023-02-02,71,23,5,4558,22790,16813.545330232024,5976.454669767976
2214,2022-04-30,155,90,5,1477,7385,4463.120955055048,2921.8790449449516
2215,2023-03-13,78,78,5,2037,10185,6906.059032957764,3278.9409670422356
2216,2023-11-07,78,12,1,4272,4272,2919.538573982531,1352.461426017469
2217,2023-04-10,172,68,5,4078,20390,12709.61910555578,7680.380894444221
2218,2022-10-13,289,51,4,3033,12132,7303.117363125989,4828.882636874011
2219,2022-09-22,33,13,1,977,977,600.10502379938,376.89497620062
2220,2022-11-16,300,57,1,4154,4154,2863.1860087492737,1290.8139912507263
2221,2023-11-04,276,55,5,2394,11970,7757.408055270803,4212.591944729197
2222,2023-01-11,367,82,4,2880,11520,7070.930836538398,4449.069163461602
2223,2022-03-30,420,28,2,2132,4264,2777.062534456115,1486.937465543885
2224,2023-10-16,7,44,5,2540,12700,8963.208780275012,3736.791219724988
2225,2022-07-22,160,19,1,2065,2065,1545.5033404867468,519.4966595132532
2226,2022-11-30,240,46,2,4625,9250,6312.202491946691,2937.797508053309
2227,2022-08-10,451,3,2,4768,9536,6890.99769723025,2645.00230276975
2228,2022-02-10,423,83,1,3339,3339,2401.919449410774,937.0805505892258
2229,2023-12-09,477,20,2,967,1934,1507.0944515903575,426.9055484096425
2230,2022-03-09,24,25,4,4047,16188,10293.606898626966,5894.393101373034
2231,2023-05-29,214,75,4,2475,9900,6883.332278133075,3016.6677218669247
2232,2023-09-29,70,56,5,3888,19440,14120.55399614011,5319.44600385989
2233,2023-09-14,368,81,5,4720,23600,16613.08937425803,6986.91062574197
2234,2023-08-21,216,61,2,3243,6486,4475.783105179994,2010.216894820006
2235,2023-09-24,104,55,1,3074,3074,2442.8825825748804,631.1174174251196
2236,2022-05-07,215,35,4,1919,7676,6051.779638679012,1624.2203613209876
2237,2022-09-12,54,78,3,2377,7131,5150.657755734426,1980.3422442655738
2238,2023-11-26,294,59,5,1526,7630,5248.792532480718,2381.2074675192816
2239,2022-01-16,330,39,4,1100,4400,3304.7362667497787,1095.2637332502213
2240,2023-04-22,336,57,2,4092,8184,5749.971592934984,2434.028407065016
2241,2022-03-03,203,83,4,1487,5948,4753.129621670188,1194.8703783298124
2242,2023-03-08,288,67,4,1105,4420,3258.3685689767367,1161.6314310232633
2243,2023-11-01,45,34,2,3247,6494,3984.9262854693816,2509.0737145306184
2244,2022-09-25,317,41,5,638,3190,2170.418997507598,1019.5810024924021
2245,2022-02-04,198,22,5,2557,12785,9538.286832313299,3246.713167686701
2246,2023-07-30,216,27,3,4086,12258,9419.952439249942,2838.0475607500575
2247,2023-05-09,481,21,3,4725,14175,10810.902532423253,3364.0974675767466
2248,2023-07-16,309,41,5,4996,24980,19870.279670774846,5109.720329225154
2249,2023-04-14,384,31,5,1744,8720,6085.026143266936,2634.973856733064
2250,2023-10-23,435,27,5,1141,5705,3582.816495162986,2122.183504837014
2251,2022-11-21,332,37,5,936,4680,3418.499617414622,1261.5003825853778
2252,2022-10-31,184,66,4,1923,7692,4724.040118772833,2967.959881227167
2253,2022-10-03,27,54,3,1636,4908,3900.4104755094877,1007.5895244905123
2254,2023-11-15,166,9,2,4221,8442,6345.907235798229,2096.0927642017714
2255,2022-07-20,318,83,1,3789,3789,3017.6720169220916,771.3279830779084
2256,2023-03-21,274,42,2,557,1114,752.4519663985747,361.54803360142535
2257,2022-11-20,383,36,1,1636,1636,986.7686786048963,649.2313213951037
2258,2022-02-04,365,10,4,1199,4796,3377.621078421625,1418.378921578375
2259,2023-04-27,103,59,3,1645,4935,3080.6078888065035,1854.3921111934965
2260,2023-12-29,448,40,1,2955,2955,2174.65996874497,780.3400312550302
2261,2023-04-25,333,54,5,1608,8040,5624.062691317267,2415.9373086827327
2262,2022-03-06,373,39,4,4995,19980,14998.7741170358,4981.2258829642
2263,2022-01-08,104,7,1,607,607,399.5357514609705,207.46424853902948
2264,2022-10-28,414,4,5,2484,12420,9511.647261809314,2908.352738190686
2265,2022-12-09,245,15,4,4747,18988,13864.356103479593,5123.643896520407
2266,2023-03-07,305,76,1,1405,1405,1120.5464321393913,284.4535678606087
2267,2023-02-28,169,48,5,2492,12460,7920.964125068722,4539.035874931278
2268,2022-11-28,116,6,3,4622,13866,8461.51227676698,5404.48772323302
2269,2023-03-14,141,73,4,4714,18856,14523.079527435024,4332.920472564976
2270,2023-08-11,418,35,1,2647,2647,1767.376110923099,879.6238890769009
2271,2022-06-23,356,72,5,4598,22990,15776.870781705053,7213.129218294947
2272,2023-07-13,478,71,3,1305,3915,3073.7982493935965,841.2017506064035
2273,2023-06-11,125,68,5,2492,12460,8574.21645515891,3885.7835448410897
2274,2023-10-21,25,58,3,4100,12300,8113.126927766837,4186.873072233163
2275,2022-01-26,194,77,1,4899,4899,2997.6936855877207,1901.3063144122793
2276,2023-08-28,384,19,5,4772,23860,16429.68743708275,7430.31256291725
2277,2023-02-10,100,62,5,4510,22550,16483.83138200948,6066.168617990519
2278,2022-08-20,402,71,2,583,1166,762.3716234643197,403.62837653568033
2279,2023-06-17,5,10,4,4858,19432,14448.777849679269,4983.222150320731
2280,2023-07-04,19,25,5,3820,19100,13286.968281483974,5813.031718516026
2281,2023-05-20,170,44,3,3005,9015,6956.167447685346,2058.832552314654
2282,2023-10-31,274,99,4,2956,11824,7476.876774438261,4347.123225561739
2283,2022-06-28,254,58,1,3562,3562,2676.5435521100267,885.4564478899733
2284,2022-05-12,121,25,4,4352,17408,13691.575051080514,3716.4249489194863
2285,2023-03-31,32,93,2,887,1774,1327.4479877501633,446.5520122498367
2286,2022-12-14,149,76,1,2503,2503,1705.0122269187732,797.9877730812268
2287,2023-06-24,266,40,5,1531,7655,4945.827779191744,2709.1722208082556
2288,2023-02-10,37,76,1,2040,2040,1264.1339060128614,775.8660939871386
2289,2022-03-17,177,70,1,949,949,691.3217686332559,257.67823136674406
2290,2023-08-02,342,10,2,4047,8094,5087.652566095778,3006.3474339042223
2291,2023-05-07,13,66,3,4937,14811,11369.824155095404,3441.1758449045956
2292,2022-07-13,183,25,1,1596,1596,1264.2673597883856,331.73264021161435
2293,2022-06-11,145,71,3,1359,4077,2556.9224959392704,1520.0775040607296
2294,2022-12-13,265,87,4,801,3204,2163.374731134001,1040.6252688659988
2295,2022-12-27,88,11,2,2519,5038,3967.195373470836,1070.8046265291641
2296,2023-08-07,428,36,5,1380,6900,4789.572323408264,2110.4276765917357
2297,2022-03-28,462,49,1,2781,2781,1966.3984105508443,814.6015894491557
2298,2022-09-19,46,48,3,4661,13983,10480.303242702243,3502.6967572977574
2299,2022-08-02,392,87,1,729,729,468.09577131049764,260.90422868950236
2300,2023-10-27,119,7,2,1421,2842,2261.7483318135087,580.2516681864913
2301,2023-12-23,421,91,5,2332,11660,8817.020394309919,2842.9796056900814
2302,2023-07-27,19,77,4,550,2200,1391.0042827158823,808.9957172841177
2303,2022-09-19,447,51,4,4178,16712,10398.438954728903,6313.561045271097
2304,2023-12-31,220,17,3,4982,14946,11762.36517531159,3183.63482468841
2305,2022-10-10,430,32,4,4281,17124,12620.483209018348,4503.516790981652
2306,2023-10-10,233,26,3,1252,3756,2282.571760359686,1473.4282396403141
2307,2023-04-12,94,22,5,1978,9890,6214.850722195365,3675.149277804635
2308,2023-01-15,455,13,1,2588,2588,1577.5564173289013,1010.4435826710987
2309,2022-12-28,251,12,2,3493,6986,5552.58696020853,1433.4130397914696
2310,2023-03-25,250,71,5,4295,21475,15023.269612145645,6451.730387854355
2311,2023-03-17,282,1,5,3840,19200,13294.650004461711,5905.349995538289
2312,2022-04-03,232,33,4,2843,11372,8997.023225797191,2374.976774202809
2313,2023-09-13,46,14,4,1738,6952,4872.845888099373,2079.154111900627
2314,2023-02-28,374,64,2,2736,5472,3849.8309045127244,1622.1690954872756
2315,2022-05-22,46,43,1,4756,4756,3789.673221781691,966.3267782183088
2316,2022-10-18,459,58,5,2928,14640,9110.273530636077,5529.726469363923
2317,2023-03-08,14,41,4,4839,19356,15429.653969325667,3926.3460306743327
2318,2023-11-20,85,81,5,682,3410,2158.9923276778577,1251.0076723221423
2319,2023-10-15,319,68,1,1043,1043,724.4493313100998,318.55066868990025
2320,2023-12-02,328,39,3,3326,9978,6660.541859052337,3317.458140947663
2321,2022-02-18,3,1,1,592,592,468.32187583407654,123.67812416592346
2322,2022-10-29,28,41,5,2915,14575,10160.242145213877,4414.757854786123
2323,2022-07-09,381,45,5,4754,23770,14371.411012823677,9398.588987176323
2324,2022-05-16,157,88,2,2945,5890,3795.1521561983186,2094.8478438016814
2325,2023-07-09,343,98,5,4901,24505,16814.409837868472,7690.590162131528
2326,2023-02-08,402,98,4,3532,14128,10388.008735796468,3739.9912642035324
2327,2023-08-25,419,88,2,2473,4946,3523.4344459727154,1422.5655540272846
2328,2022-12-07,333,79,5,3789,18945,14587.306313968054,4357.693686031946
2329,2023-12-05,332,81,1,2876,2876,2202.1149998365336,673.8850001634664
2330,2022-11-14,175,13,5,4938,24690,17729.934925979913,6960.065074020087
2331,2023-09-10,114,71,1,3734,3734,2667.057994546081,1066.9420054539191
2332,2022-12-29,389,9,1,1633,1633,1070.6485962480701,562.3514037519299
2333,2023-01-17,487,63,5,4138,20690,16377.814469347275,4312.185530652725
2334,2022-08-21,331,99,1,2897,2897,1782.7276650857916,1114.2723349142084
2335,2022-12-10,250,23,3,3273,9819,6671.088021542623,3147.911978457377
2336,2023-07-03,59,54,2,4960,9920,7263.0984050180405,2656.9015949819595
2337,2023-07-07,203,47,5,2420,12100,9548.504702207427,2551.495297792573
2338,2023-06-13,315,39,3,2562,7686,5382.551563032761,2303.448436967239
2339,2023-07-25,239,87,1,2700,2700,2103.796436313576,596.2035636864239
2340,2022-07-02,234,26,1,3514,3514,2182.0532839756493,1331.9467160243507
2341,2022-02-10,303,1,2,3971,7942,5609.5683031420685,2332.4316968579315
2342,2023-07-05,95,14,3,968,2904,1925.9621650975953,978.0378349024047
2343,2023-02-01,479,96,3,1844,5532,4199.558897374325,1332.4411026256748
2344,2023-12-05,141,74,5,1378,6890,4747.202850800843,2142.7971491991566
2345,2023-05-09,334,65,1,4962,4962,3448.8405672457593,1513.1594327542407
2346,2023-10-21,113,69,4,4409,17636,10810.099403807477,6825.900596192523
2347,2022-11-29,109,67,5,4307,21535,14807.509333755472,6727.490666244528
2348,2022-05-07,362,49,5,3441,17205,10601.131546144548,6603.868453855452
2349,2023-07-12,345,50,5,3845,19225,12686.816344057355,6538.183655942645
2350,2023-07-11,289,58,2,1088,2176,1360.818815258138,815.1811847418619
2351,2022-01-01,97,53,2,4383,8766,5846.011956723578,2919.988043276422
2352,2022-06-17,446,91,5,1829,9145,5902.893282665265,3242.1067173347346
2353,2023-09-12,335,57,4,591,2364,1553.2330822198994,810.7669177801006
2354,2022-01-19,16,86,3,957,2871,1807.8031493859733,1063.1968506140267
2355,2022-11-28,44,18,3,3841,11523,7926.919704953592,3596.0802950464076
2356,2023-08-07,442,16,1,2384,2384,1667.6444625514805,716.3555374485195
2357,2023-04-01,376,2,3,3621,10863,8335.50077816792,2527.4992218320804
2358,2022-04-19,230,13,3,2539,7617,5391.046618406228,2225.953381593772
2359,2022-09-25,390,45,4,1903,7612,4915.460462155547,2696.5395378444528
2360,2023-03-21,108,80,3,4203,12609,9421.181767766562,3187.818232233438
2361,2022-08-28,217,72,4,4982,19928,13141.506633826653,6786.493366173347
2362,2022-10-28,399,43,2,2481,4962,3727.8479327922305,1234.1520672077695
2363,2023-08-25,260,72,4,2292,9168,6210.704017126708,2957.295982873292
2364,2022-04-13,312,54,2,4966,9932,6979.564144321197,2952.435855678803
2365,2022-09-07,320,74,4,2731,10924,7655.005165163459,3268.9948348365406
2366,2023-03-29,196,97,5,1271,6355,5027.6131519032815,1327.3868480967185
2367,2023-06-04,478,31,2,704,1408,888.0721527507837,519.9278472492163
2368,2022-06-02,418,76,2,2719,5438,4283.573068992201,1154.4269310077989
2369,2022-06-23,475,9,3,721,2163,1540.916262882792,622.0837371172081
2370,2022-12-09,95,73,2,1691,3382,2701.330956438438,680.6690435615619
2371,2023-11-01,56,48,4,3815,15260,10905.218018409132,4354.781981590868
2372,2023-03-07,32,18,5,3789,18945,13854.00907851605,5090.99092148395
2373,2023-12-28,492,94,5,2098,10490,7866.606678098032,2623.393321901968
2374,2023-11-20,231,96,3,2408,7224,5521.721006213412,1702.2789937865882
2375,2023-11-18,372,87,4,4762,19048,13248.126327695234,5799.873672304766
2376,2023-10-20,9,11,4,2042,8168,6009.3509739408455,2158.6490260591545
2377,2022-11-20,191,62,1,641,641,463.42800007464575,177.57199992535425
2378,2023-11-04,361,84,2,589,1178,802.7096965102785,375.2903034897215
2379,2023-10-01,200,19,3,4485,13455,10281.766385770152,3173.233614229848
2380,2023-02-24,334,100,5,4906,24530,15662.152602086033,8867.847397913967
2381,2023-08-17,161,90,1,2763,2763,1750.1564311071386,1012.8435688928614
2382,2023-04-30,87,74,4,4012,16048,11992.472093248336,4055.527906751664
2383,2023-10-21,21,24,2,4206,8412,6119.705291795181,2292.2947082048186
2384,2023-02-16,311,13,5,1709,8545,5669.881735601656,2875.118264398344
2385,2022-03-25,76,46,1,3724,3724,2707.4447528839123,1016.5552471160877
2386,2022-04-23,441,53,4,1859,7436,5607.706498608734,1828.2935013912656
2387,2022-11-28,386,98,5,2038,10190,6556.17707118248,3633.82292881752
2388,2023-01-13,141,29,5,648,3240,2320.743397409536,919.2566025904639
2389,2023-10-17,126,36,4,1925,7700,5889.985486797126,1810.0145132028738
2390,2022-02-10,251,71,4,2217,8868,6050.1726717530755,2817.8273282469245
2391,2022-04-15,388,94,3,1854,5562,3973.1999135030574,1588.8000864969426
2392,2022-07-21,84,17,5,2905,14525,8943.146220911522,5581.853779088478
